name,essround,edition,proddate,idno,cntry,dweight,pspwght,pweight,anweight,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,prtvtcat,prtvtdbe,prtvtdbg,prtvtgch,prtvtbcy,prtvtecz,prtvede1,prtvede2,prtvtddk,prtvtgee,prtvtees,prtvtdfi,prtvtdfr,prtvtcgb,prtvtahr,prtvtfhu,prtvtcie,prtvtcis,prtvtcit,prtvblt1,prtvblt2,prtvblt3,prtvtalv,prtvtme,prtvtgnl,prtvtbno,prtvtdpl,prtvtcpt,prtvtrs,prtvtcse,prtvtfsi,prtvtdsk,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,prtcldat,prtcldbe,prtcldbg,prtclgch,prtclbcy,prtclecz,prtclede,prtclddk,prtclgee,prtclfes,prtclefi,prtclffr,prtclcgb,prtclahr,prtclghu,prtcleie,prtclcis,prtcldit,prtclblt,prtclalv,prtclme,prtclfnl,prtclbno,prtclhpl,prtclept,prtclrs,prtclcse,prtclfsi,prtcldsk,prtdgcl,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdnm,rlgdnbat,rlgdnbe,rlgdnach,rlgdncy,rlgdnade,rlgdnafi,rlgdngb,rlgdnhu,rlgdnie,rlgdnais,rlgdnlt,rlgdnlv,rlgdme,rlgdnnl,rlgdnno,rlgdnapl,rlgdnrs,rlgdnase,rlgdnask,rlgblge,rlgdnme,rlgdebat,rlgdebe,rlgdeach,rlgdecy,rlgdeade,rlgdeafi,rlgdegb,rlgdehu,rlgdeie,rlgdeais,rlgdelt,rlgdelv,rlgdeme,rlgdenl,rlgdeno,rlgdeapl,rlgders,rlgdease,rlgdeask,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzshipd,brncntr,cntbrthd,livecnta,lnghom1,lnghom2,blgetmg,facntr,fbrncntc,mocntr,mbrncntc,admdw,vteurmmb,vteumbgb,vteubcmb,evpdemp,pdempyr,lvpntyr,evlvptn,lvptnyr,evmar,maryr,bthcld,nbthcld,fcldbrn,ycldbyr,ngchld,ygcdbyr,ggchld,admge,ageadlt,agemage,ageoage,iaglptn,iagmr,iagpnt,iagrtr,tygledu,tyglvp,tygmr,tygpnt,tygrtr,tolvpnt,tochld,towkht,anvcld,alvgptn,acldnmr,aftjbyc,advcyc,plnftr,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,yrbrn,agea,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,rshipa2,rshipa3,rshipa4,rshipa5,rshipa6,rshipa7,rshipa8,rshipa9,rshipa10,rshipa11,rshipa12,rshipa13,rshipa14,rshipa15,rshpsts,rshpsgb,lvgptnea,dvrcdeva,marsts,marstgb,maritalb,chldhhe,domicil,eisced,edulvlb,edlveat,edlvebe,edlvebg,edlvdch,edlvgcy,edlvdcz,edubde1,eduade2,eduade3,edlvddk,edlvdee,edlvges,edlvdfi,edlvdfr,educgb1,edubgb2,edagegb,edlvehr,edlvdhu,edlvdie,edlvdis,edlveit,edlvdlt,edlvdlv,edlvdme,edlvenl,edlvdno,edlvgpl,edlvdpt,edlvdrs,edlvdse,edlvesi,edlvdsk,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngref,dngdk,dngna,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctra,estsz,jbspv,njbspv,wkdcorga,iorgact,wkhct,icwhct,wkhtot,nacer2,tporgwk,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrca,hinctnta,hincfel,iincsrc,eiscedp,edulvlpb,edlvpeat,edlvpebe,edlvpebg,edlvpdch,edlvpgcy,edlvpdcz,edupbde1,edupade2,edupade3,edlvpddk,edlvpdee,edlvpfes,edlvpdfi,edlvpdfr,edupcgb1,edupbgb2,edagepgb,edlvpehr,edlvpdhu,edlvpdie,edlvpdis,edlvpeit,edlvpdlt,edlvpdlv,edlvpdme,edlvpenl,edlvpdno,edlvpfpl,edlvpdpt,edlvpdrs,edlvpdse,edlvpesi,edlvpdsk,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,isco08p,emprelp,wkhtotp,eiscedf,edulvlfb,edlvfeat,edlvfebe,edlvfebg,edlvfdch,edlvfgcy,edlvfdcz,edufbde1,edufade2,edufade3,edlvfddk,edlvfdee,edlvffes,edlvfdfi,edlvfdfr,edufcgb1,edufbgb2,edagefgb,edlvfehr,edlvfdhu,edlvfdie,edlvfdis,edlvfeit,edlvfdlt,edlvfdlv,edlvfdme,edlvfenl,edlvfdno,edlvffpl,edlvfdpt,edlvfdrs,edlvfdse,edlvfesi,edlvfdsk,emprf14,occf14b,eiscedm,edulvlmb,edlvmeat,edlvmebe,edlvmebg,edlvmdch,edlvmgcy,edlvmdcz,edumbde1,edumade2,edumade3,edlvmddk,edlvmdee,edlvmfes,edlvmdfi,edlvmdfr,edumcgb1,edumbgb2,edagemgb,edlvmehr,edlvmdhu,edlvmdie,edlvmdis,edlvmeit,edlvmdlt,edlvmdlv,edlvmdme,edlvmenl,edlvmdno,edlvmfpl,edlvmdpt,edlvmdrs,edlvmdse,edlvmesi,edlvmdsk,emprm14,occm14b,atncrse,anctry1,anctry2,region,regunit,frprtpl,gvintcz,poltran,ifredu,ifrjob,evfredu,evfrjob,fvgabc,infqbst,grspnum,grsplet,netinum,netilet,grspfr,netifr,frlgrsp,frlneti,occinfr,topinfr,btminfr,wltdffr,recskil,recexp,recknow,recimg,recgndr,sofrdst,sofrwrk,sofrpr,sofrprv,ppldsrv,jstprev,pcmpinj,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,inwdds,inwmms,inwyys,inwshh,inwsmm,inwdde,inwmme,inwyye,inwehh,inwemm,inwtm,domain,prob,stratum,psu
ESS9e03_2,9,3.2,23.11.2023,18852,CH,1,0.9814042,0.4679037,0.45920265,60,2,6666,4,7,3,4,4,1,3,1,4,9,10,3,3,5,0,1,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,6,88,10,2,88,2,10,5,1,2,2,4,2,2,3,3,0,5,2,5,5,3,1,2,3,1,3,10,10,1,1,,,110,,,,,,,,,,,,,,,,,6,66,,,6666,,,,,,,,,,,,,,,,,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,2,PT,1978,FRE,POR,2,2,PT,2,PT,2,,,2,1,1978,1978,1,1978,1,1991,1,1,1992,6666,0,6666,6,1,18,30,75,20,22,25,60,20,20,18,18,50,25,40,60,1,5,5,4,2,8,1,2,6,6,6,6,6,6,6,6,,,,,,,1954,64,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,66,66,66,66,66,66,66,66,,,,,,,66,,2,1,4,,4,1,4,2,213,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,0,5,44,1,44,47,4,7511,2,1,2,2,1,4,1,4,66,66,6666,,,,6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,2,13060,11100,CH05,2,3,3,3,0,8,5,4,2,2,666666666,66,777777777,2,6,-3,666666666,2300,-3,3,-3,4,4,4,4,1,1,2,1,1,5,4,4,2,2,2,1,1,1,1,4,2,4,2,1,1,1,1,5,2,6,1,1,1,1,4,10,2018,8,17,4,10,2018,9,38,72,,0.000420821,195,4103
ESS9e03_2,9,3.2,23.11.2023,18905,CH,1,0.95766747,0.4679037,0.44809616,40,5,600,7,7,6,1,4,4,4,4,4,6,5,3,3,5,6,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,1,2,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7,6,6,7,6,4,1,1,5,1,9,1,2,2,8,8,8,7,5,4,3,2,2,2,3,7,7,2,66,,,6666,,,,,,,,,,,,,,,,,2,66,,,6666,,,,,,,,,,,,,,,,,3,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,GSW,000,2,1,6666,2,DE,2,,,1,1,1981,1985,1,2014,2,6666,2,66,6666,6666,66,6666,6,2,0,30,60,0,111,28,70,19,20,25,28,70,24,35,67,3,4,4,2,4,8,1,1,6,6,6,6,6,6,6,6,,,,,,,1965,53,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,66,66,66,66,66,66,66,66,,,,,,,66,,1,2,6,,6,2,4,5,520,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,1,4,1,50,7,8,37,1,0,74,1,3341,2,2,6,6,1,1,8,1,66,66,6666,,,,6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,3,322,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,322,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,2,11100,555555,CH01,2,4,3,3,8,8,3,3,1,2,12500,66,10034,66,2,2,10000,9000,-2,3,-4,4,3,3,2,1,1,1,2,2,5,4,4,5,2,5,3,2,3,4,5,3,2,3,1,3,5,3,5,5,3,3,2,4,3,24,11,2018,11,11,24,11,2018,12,11,53,,0.000420821,196,3187
ESS9e03_2,9,3.2,23.11.2023,18987,CH,1,0.9069255,0.4679037,0.4243538,60,5,60,7,8,6,2,2,1,4,2,8,10,9,3,3,1,8,2,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,10,9,8,9,8,9,4,4,4,5,4,3,3,3,5,7,7,10,6,4,3,2,1,2,3,10,7,1,1,,,110,,,,,,,,,,,,,,,,,6,66,,,6666,,,,,,,,,,,,,,,,,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,GSW,000,2,1,6666,1,6666,2,,,2,1,1957,1963,1,1967,1,1967,1,1,1970,6666,3,1998,2,1,16,40,80,0,26,30,65,0,16,20,22,0,30,40,0,3,4,2,1,3,2,2,1,2,6,6,6,6,6,6,6,,,,,,,1941,77,1942,6666,6666,6666,6666,6666,6666,6666,,,,,,,1,66,66,66,66,66,66,66,,,,,,,1,,2,2,66,,1,2,4,3,322,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2011,1,66666,1,2,1,30,9,2,40,1,45,33,4,7230,1,2,6,6,3,4,5,1,4,2,229,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,2,229,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,322,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,2,11100,11101,CH02,2,3,3,2,9,3,9,6,2,2,666666666,66,7000,66,6,2,666666666,5500,3,0,-1,-1,4,4,3,1,1,3,2,1,4,2,2,4,4,2,2,2,2,4,3,2,3,2,1,2,2,1,3,2,2,3,1,4,2,5,9,2018,8,59,5,9,2018,9,57,52,,0.000420821,198,4295
ESS9e03_2,9,3.2,23.11.2023,19011,CH,1,0.98113596,0.4679037,0.45907715,60,3,6666,5,8,4,3,2,1,1,3,9,8,10,6,6,4,5,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,8,9,9,9,10,1,2,2,5,3,2,2,2,5,5,5,10,4,0,2,2,3,3,2,10,5,1,1,,,110,,,,,,,,,,,,,,,,,6,66,,,6666,,,,,,,,,,,,,,,,,8,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6666,2,IT,1961,FRE,ITA,2,2,IT,2,IT,2,,,2,1,1952,1961,1,1964,1,1964,1,2,1973,1977,2,2008,6,2,30,20,80,30,30,30,65,20,20,25,25,65,25,40,65,5,4,5,5,1,7,2,1,2,6,6,6,6,6,6,6,,,,,,,1941,77,1941,6666,6666,6666,6666,6666,6666,6666,,,,,,,1,66,66,66,66,66,66,66,,,,,,,1,,2,2,66,,1,1,4,5,520,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2006,1,66666,1,3,1,10,10,5,45,1,45,41,4,3118,2,1,2,2,2,4,2,4,4,2,229,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,88,8888,,,,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,66,1,113,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,2,13040,11100,CH03,2,3,3,4,9,9,8,6,2,2,666666666,66,888888888,1,6,-3,666666666,2000,-2,3,-3,2,3,3,4,1,3,1,2,1,4,2,1,2,2,4,1,2,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,2,18,9,2018,9,42,19,9,2018,10,55,,,0.000420821,195,4112
ESS9e03_2,9,3.2,23.11.2023,19139,CH,1,0.95766747,0.4679037,0.44809616,60,5,90,8,8,7,2,2,2,2,4,8,6,7,7,6,5,5,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,9,8,7,9,9,6,3,3,2,4,5,2,3,3,8,5,8,9,3,2,3,2,1,2,3,9,6,1,2,,,280,,,,,,,,,,,,,,,,,6,66,,,6666,,,,,,,,,,,,,,,,,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,GSW,000,2,1,6666,1,6666,1,,,2,1,1983,1983,1,1990,1,1994,1,2,1994,1995,0,6666,6,2,20,40,60,0,27,27,62,18,22,25,24,55,29,0,65,4,4,3,4,3,5,3,1,2,1,6,6,6,6,6,6,,,,,,,1968,50,1971,1989,6666,6666,6666,6666,6666,6666,,,,,,,1,2,66,66,66,66,66,66,,,,,,,3,,6,1,4,,4,6,4,5,520,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,1,5,1,6,0,0,41,1,42,10,4,8100,2,2,6,6,3,1,7,1,1,2,229,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6,5142,2,25,2,213,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,2,213,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,2,11102,555555,CH01,2,4,4,3,8,8,9,8,1,2,6000,66,5800,66,0,0,666666666,666666666,-1,1,-2,2,2,3,3,2,3,3,2,2,2,2,2,2,4,5,2,5,5,5,4,3,2,5,5,3,5,2,5,2,2,2,4,3,5,15,12,2018,10,32,15,12,2018,11,33,54,,0.000420821,198,3197
ESS9e03_2,9,3.2,23.11.2023,19182,CH,1,1.0690389,0.4679037,0.50020725,20,5,30,0,5,6,4,1,1,2,2,10,10,10,88,88,88,88,3,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,6,88,10,5,88,88,88,10,2,2,3,3,88,8,8,8,88,7,88,10,3,4,2,1,2,3,2,5,0,1,7,,,720,,,,,,,,,,,,,,,,,6,66,,,6666,,,,,,,,,,,,,,,,,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,ID,2,ID,2002,IND,000,1,2,ID,2,ID,2,,,65,1,2002,2002,1,2002,1,2002,1,2,2013,2018,66,6666,6,2,0,888,60,0,30,35,60,888,888,30,25,888,25,50,60,3,3,3,3,3,8,4,1,2,1,1,6,6,6,6,6,,,,,,,1978,40,1982,2013,2018,6666,6666,6666,6666,6666,,,,,,,1,2,2,66,66,66,66,66,,,,,,,1,,2,1,66,,1,6,3,3,322,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,4,2,66666,2,0,42,1,44,84,3,5131,2,2,6,6,3,1,77,2,1,2,213,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,5311,1,10,2,213,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,113,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,1,43020,555555,CH04,2,8,8,8,88,88,88,10,1,2,777777777,77,777777777,77,-3,-3,5000,4500,-3,3,-3,-2,3,3,3,3,2,4,2,2,4,8,3,3,2,5,5,2,2,3,2,2,2,3,2,2,3,2,4,2,2,2,2,1,4,25,10,2018,13,40,25,10,2018,15,0,73,,0.000420821,196,2999
ESS9e03_2,9,3.2,23.11.2023,19205,CH,1,1.2296818,0.4679037,0.5753727,60,4,45,7,7,5,2,3,2,3,2,5,4,6,5,5,3,2,2,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,8,6,5,7,88,7,2,1,5,1,3,2,2,2,6,8,6,7,5,5,3,2,2,2,3,9,8,1,1,,,110,,,,,,,,,,,,,,,,,6,66,,,6666,,,,,,,,,,,,,,,,,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,GSW,000,2,1,6666,1,6666,1,,,2,1,1976,1982,1,1985,2,6666,2,66,6666,6666,66,6666,6,1,20,888,888,21,27,27,888,20,20,22,20,888,28,42,0,3,3,3,3,3,4,2,2,1,6,6,6,6,6,6,6,,,,,,,1958,60,1955,6666,6666,6666,6666,6666,6666,6666,,,,,,,1,66,66,66,66,66,66,66,,,,,,,3,,6,2,6,,6,2,4,2,213,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,7,4,42,1,24,47,4,4321,2,1,2,2,3,2,88,1,1,2,213,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,7122,2,40,7,800,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,312,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,2,11102,555555,CH07,2,3,3,3,8,7,4,4,1,2,777777777,77,777777777,77,0,0,666666666,666666666,8,8,-2,8,4,4,3,2,8,8,2,2,4,3,3,3,2,4,2,4,3,4,5,2,2,3,4,2,3,8,6,3,4,2,3,3,3,21,9,2018,13,23,21,9,2018,14,41,69,,0.000420821,200,4118
ESS9e03_2,9,3.2,23.11.2023,19216,CH,1,0.9637913,0.4679037,0.45096153,90,5,480,8,7,8,3,5,2,4,3,6,8,9,6,5,4,6,2,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,9,8,88,9,7,9,3,2,5,5,4,2,2,2,5,8,9,10,6,4,4,2,2,2,3,10,10,1,2,,,240,,,,,,,,,,,,,,,,,6,66,,,6666,,,,,,,,,,,,,,,,,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,ENG,2,1,6666,1,6666,2,,,2,1,2014,2014,2,6666,2,6666,2,66,6666,6666,66,6666,6,2,16,25,50,20,22,25,65,16,18,16,18,50,30,60,65,4,2,1,3,3,2,4,2,1,2,1,6,6,6,6,6,,,,,,,1993,25,1962,1964,1992,6666,6666,6666,6666,6666,,,,,,,3,3,4,66,66,66,66,66,,,,,,,66,,2,2,6,,6,2,1,5,520,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,1,15,10,10,45,1,48,94,4,1222,1,2,6,6,3,1,7,1,1,66,6666,,,,6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,5,520,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,322,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,1,11102,11101,CH01,2,5,5,4,10,10,10,9,1,2,1200,66,1200,66,0,0,666666666,666666666,0,0,-1,-1,3,4,3,2,2,2,2,2,4,3,2,2,2,4,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,5,12,2018,10,22,5,12,2018,11,51,76,,0.000420821,195,3355
ESS9e03_2,9,3.2,23.11.2023,19333,CH,1,1.0339365,0.4679037,0.4837827,90,5,150,7,8,6,1,4,4,4,4,8,10,8,1,1,1,3,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,10,9,6,9,7,3,4,1,5,3,0,1,1,1,10,10,10,10,7,6,4,1,1,1,3,8,8,2,66,,,6666,,,,,,,,,,,,,,,,,1,1,,,110,,,,,,,,,,,,,,,,,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,GSW,000,2,1,6666,1,6666,3,,,2,1,1974,1976,1,1983,1,1988,1,2,1996,1996,0,6666,6,1,18,50,75,0,0,25,0,0,18,18,18,0,0,45,888,3,3,3,3,3,0,4,1,2,2,1,6,6,6,6,6,,,,,,,1959,59,1963,1996,1996,6666,6666,6666,6666,6666,,,,,,,1,2,2,66,66,66,66,66,,,,,,,1,,1,2,66,,1,6,3,4,312,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,1,36,10,10,42,1,50,64,4,1211,2,2,6,6,3,1,10,1,1,5,520,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6,2230,2,26,3,322,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,213,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,11102,11101,CH04,2,4,4,4,10,10,8,8,1,2,23000,66,21000,66,0,0,666666666,666666666,0,0,0,0,4,4,1,1,1,5,1,1,5,2,2,5,2,6,2,5,6,1,6,2,5,1,1,3,2,6,1,5,3,2,1,6,2,28,9,2018,16,1,28,9,2018,17,17,68,,0.000420821,197,3442
ESS9e03_2,9,3.2,23.11.2023,19398,CH,1,0.87811244,0.4679037,0.41087207,240,1,6666,3,7,5,3,1,2,1,3,5,0,1,0,0,1,0,2,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,6,88,10,7,5,2,0,2,1,4,2,5,4,2,2,2,3,5,4,10,5,2,1,2,3,2,3,8,2,2,66,,,6666,,,,,,,,,,,,,,,,,2,66,,,6666,,,,,,,,,,,,,,,,,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,000,2,1,6666,1,6666,1,,,2,1,2005,2011,1,2005,2,6666,1,1,2014,6666,66,6666,6,1,22,34,0,25,0,0,0,14,17,18,888,888,19,45,35,3,5,5,1,3,1,3,2,1,1,6,6,6,6,6,6,,,,,,,1987,31,1980,2014,6666,6666,6666,6666,6666,6666,,,,,,,1,2,66,66,66,66,66,66,,,,,,,3,,6,2,6,,6,6,3,3,322,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,1,0,0,0,0,66,8,2,1,2014,1,66666,2,5,2,66666,9,1,42,1,2,84,1,4000,2,1,1,1,3,1,9,2,9,2,229,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,5153,1,42,3,322,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,322,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,11102,555555,CH05,2,5,2,1,8,5,8,5,6,6,666666666,66,666666666,66,6,6,666666666,666666666,6,4,-4,4,3,3,4,1,2,1,4,2,4,5,2,5,2,5,2,3,1,5,5,3,3,3,1,3,5,1,6,2,3,2,1,2,6,21,9,2018,15,59,21,9,2018,16,53,46,,0.000420821,196,3787
